지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),일강수량(mm)
401,2004-01-14,-4.2,-8.7,731,-0.6,1444,0
401,2004-01-15,-0.8,-4.9,616,3.5,1340,0
401,2004-01-16,2.1,-2.8,720,6.2,1501,0
401,2004-01-17,1.7,1,535,4.3,25,7
401,2004-01-18,0.9,-0.9,2356,2,1509,1
401,2004-01-19,-0.1,-2.3,818,2.3,1456,0
401,2004-01-20,-3.5,-8.7,2355,0.6,1435,0
401,2004-01-21,-13.5,-14.9,0,-8.7,1,0
401,2004-01-22,-12,-15.4,708,-8.8,1553,0
401,2004-01-23,-8.2,-13.4,754,-4.5,1558,0
401,2004-01-24,-6.4,-8.7,739,-3.1,1448,0
401,2004-01-25,-6.2,-8.3,405,-3.4,1507,0
401,2004-01-26,-5.3,-10.3,611,-1.4,1406,0
401,2004-01-27,-3.2,-6.8,610,0.9,1519,0
401,2004-01-28,-0.1,-5.2,243,5.5,1530,0
401,2004-01-29,2.9,0.1,4,7.4,1424,0
401,2004-01-30,1.8,-1.6,528,6.8,1447,0
401,2004-01-31,2.5,-3,752,7.8,1511,0
401,2004-02-01,3.7,-0.4,744,9.4,1508,0
401,2004-02-02,-0.9,-5.1,2310,3.4,21,0
401,2004-02-03,-3.3,-6.3,711,0.4,1419,0
401,2004-02-04,-0.6,-4.9,126,3.3,1536,0
401,2004-02-05,-4.2,-6.4,711,0.3,1,0
401,2004-02-06,-3.2,-6.5,123,0,1612,0
401,2004-02-07,-3.2,-6.6,735,0.1,1551,0
401,2004-02-08,0.8,-3,2340,6.3,1351,0
401,2004-02-09,-1.3,-5,706,3.7,1442,0
401,2004-02-10,0.7,-5,723,5.6,1452,0
401,2004-02-11,3,-0.5,210,7.1,1423,0
401,2004-02-12,2.4,-1.2,629,7.5,1431,0
401,2004-02-13,4.1,-1.2,358,8.2,1441,0
401,2004-02-14,4.3,2,2237,7.9,308,0.5
401,2004-02-15,4.5,0,639,9.6,1444,0
401,2004-02-16,4.7,-0.6,330,10.9,1524,0
401,2004-02-17,5.3,2.6,2345,8.6,1518,0
401,2004-02-18,5.6,-0.4,714,12.2,1441,0
401,2004-02-19,8.5,1,633,16.3,1511,0
401,2004-02-20,11.7,3.7,701,19.5,1505,0
401,2004-02-21,11.5,8.2,750,15.4,2259,38
401,2004-02-22,4.7,2.1,2344,14.4,1,6
401,2004-02-23,2.1,-0.5,617,6.9,1537,0
401,2004-02-24,4.5,-0.1,324,7.2,1406,0
401,2004-02-25,6.8,3.5,2354,11.8,1242,0
401,2004-02-26,2.5,0.5,610,5.7,1408,0
401,2004-02-27,2.6,-0.6,645,6.8,1457,0
401,2004-02-28,6.1,0.2,611,11.7,1748,1.5
401,2004-02-29,3.8,1.3,712,7.9,1340,0
401,2004-03-01,2.4,-0.2,2354,7,1348,0
401,2004-03-02,-1.3,-4,727,2.3,1531,0
401,2004-03-03,-1,-3.4,127,2.6,1545,0
401,2004-03-04,-0.6,-3.9,633,4.4,1430,0
401,2004-03-05,0.5,-1.1,2357,3.1,1616,3
401,2004-03-06,-2.6,-4.4,739,0,1434,0
401,2004-03-07,-0.7,-4.7,637,2.9,1457,1
401,2004-03-08,3.7,-2.5,620,8.6,1534,5
401,2004-03-09,8.7,2.1,509,14.3,1547,0
401,2004-03-10,11.2,8.1,2359,16.5,1125,0
401,2004-03-11,6.6,4.3,651,10,1350,0
401,2004-03-12,7.6,2.9,713,12.5,1351,0
401,2004-03-13,8.5,4.1,520,13.4,1548,0
401,2004-03-14,7.5,4.8,707,11.4,1411,0
401,2004-03-15,9.9,1.7,516,16.5,1501,0
401,2004-03-16,15.2,9,656,21.1,1523,1.5
401,2004-03-17,5.7,-0.1,2346,17.6,133,5.5
401,2004-03-18,2.9,-1.2,633,7.5,1601,0
401,2004-03-19,5.1,0.1,519,10,1447,0
401,2004-03-20,8,2.9,657,13.5,1447,0
401,2004-03-21,10.7,5,656,16.1,1443,0
401,2004-03-22,11.4,8.2,2355,16.5,1504,0
401,2004-03-23,9.8,4.2,650,14.5,1337,0
401,2004-03-24,9.5,6.8,345,13.8,1449,0.5
401,2004-03-25,9.9,5.8,440,14.8,1515,0
401,2004-03-26,11.4,5.3,617,17.1,1249,0
401,2004-03-27,11.4,5.5,714,16.9,1356,0
401,2004-03-28,12,3.7,642,19.1,1430,0
401,2004-03-29,14.7,11.1,640,19,1514,0
401,2004-03-30,10.4,6.7,2333,14.5,33,3
401,2004-03-31,8.7,5,555,13.1,1414,0
401,2004-04-01,9.7,4.3,615,17.9,1332,9.5
401,2004-04-02,6.4,5.2,343,8.7,1430,1.5
401,2004-04-03,7.5,4.2,404,11.3,1429,0
401,2004-04-04,8.4,2.9,649,13.8,1453,0
401,2004-04-05,9.6,4.7,643,15.1,1515,0
401,2004-04-06,8.5,5.8,302,12.1,1309,0
401,2004-04-07,10.9,7.5,525,16,1514,0
401,2004-04-08,11.3,5.3,700,16.7,1412,0
401,2004-04-09,14.1,7.7,528,21.8,1519,0
401,2004-04-10,15.8,8.9,556,22.6,1548,0
401,2004-04-11,17.2,12.3,636,23.2,1331,0
401,2004-04-12,17.5,11.8,604,23.2,1430,0
401,2004-04-13,17.9,13.7,607,23.8,1435,0
401,2004-04-14,17.7,12.1,514,24.5,1354,0
401,2004-04-15,16,10.7,546,22.7,1407,0
401,2004-04-16,16.9,12.1,537,22.5,1219,0
401,2004-04-17,18.5,11.8,552,24.6,1532,0
401,2004-04-18,20.2,12.1,529,28.4,1312,2
401,2004-04-19,15.2,12.7,2335,17.3,1213,8.5
401,2004-04-20,16.6,11.7,551,22.3,1419,0
401,2004-04-21,19.7,11.7,430,27.8,1543,0
401,2004-04-22,16.9,14,2356,19.7,850,0
401,2004-04-23,13.6,10.3,555,17.7,1549,0
401,2004-04-24,12.7,9,555,17.8,1422,0
401,2004-04-25,13.5,8.3,556,18.6,1444,0
401,2004-04-26,10.9,8,2125,15.1,1204,29.5
401,2004-04-27,8.5,6.3,454,11.8,1324,11
401,2004-04-28,12.4,4.5,551,18.6,1457,0
401,2004-04-29,15.7,7,350,23,1533,0
401,2004-04-30,18.2,13.7,451,23.6,1550,0
401,2004-05-01,20.1,14,542,27,1512,0
401,2004-05-02,18.6,16,619,21.9,1703,0.5
401,2004-05-03,15.4,11.7,2359,18.1,14,14
401,2004-05-04,15.1,10.4,556,21.9,1417,0
401,2004-05-05,16.2,9.2,524,24,1411,0
401,2004-05-06,18.1,13.9,522,23.1,1500,0
401,2004-05-07,18.3,9.8,500,26.2,1330,0
401,2004-05-08,18.6,13.9,511,22.3,1316,0
401,2004-05-09,15.3,14.2,352,18,1,29
401,2004-05-10,15.8,14.4,2355,17.4,1639,10
401,2004-05-11,18.1,12.1,523,24.1,1433,0
401,2004-05-12,17.6,16,448,20.8,922,12
401,2004-05-13,16.3,14.2,2347,20.2,1605,1
401,2004-05-14,19.8,11.6,427,28.1,1444,0
401,2004-05-15,16.7,14.4,2357,19.6,1,0.5
401,2004-05-16,17,13.9,314,23,1355,0
401,2004-05-17,15.4,13.3,458,18.6,1403,0
401,2004-05-18,17.5,13.5,551,24.2,1240,0.5
401,2004-05-19,20.5,16.6,137,27.1,1349,0
401,2004-05-20,18.8,15.7,2355,26.1,1227,5
401,2004-05-21,17.5,13.8,2359,23,1634,8
401,2004-05-22,18.7,12.5,438,24.6,1241,0
401,2004-05-23,17.8,13.3,459,22.6,1318,0
401,2004-05-24,19.4,13.3,356,26.2,1250,0
401,2004-05-25,20.8,13.8,458,27.1,1340,0
401,2004-05-26,20.5,16.1,602,26.1,1205,0
401,2004-05-27,22.5,18.2,352,28.9,1428,3.5
401,2004-05-28,19.5,17.4,2356,22.4,1520,45
401,2004-05-29,21.2,17.1,46,26.8,1532,0
401,2004-05-30,22.6,18.7,423,28.1,1212,0
401,2004-05-31,21.6,17,527,27.1,1458,0
401,2004-06-01,22.2,14,529,29.9,1403,0
401,2004-06-02,24.4,16.5,456,31.6,1412,0
401,2004-06-03,27.1,18.6,418,35.4,1351,0
401,2004-06-04,27.2,20.2,616,34,1312,0
401,2004-06-05,27.2,22.7,424,32.9,1302,0
401,2004-06-06,24.2,23,515,26.4,1433,0
401,2004-06-07,22.4,20,2301,25.2,1038,0
401,2004-06-08,20.8,18.5,451,24.1,1112,0
401,2004-06-09,21.5,16.7,538,26.8,1348,0
401,2004-06-10,24.4,18,301,30.8,1447,0
401,2004-06-11,26.2,21,530,32.4,1322,0
401,2004-06-12,26,20.7,529,32.3,1715,0
401,2004-06-13,24.3,18.8,527,29.7,1457,0
401,2004-06-14,24.5,17.4,506,31,1444,0
401,2004-06-15,26.5,19.3,405,33.1,1522,0
401,2004-06-16,26.4,20.4,519,32.1,1239,0
401,2004-06-17,19.7,18.5,749,25.7,1,22
401,2004-06-18,21.9,17.8,106,26.1,1548,1
401,2004-06-19,21.2,19.9,2347,23.7,1325,103.5
401,2004-06-20,22.5,19.8,5,24.5,1713,3.5
401,2004-06-21,23,19.8,0,28.7,1400,2.5
401,2004-06-22,22.1,19.1,118,27.1,1548,8
401,2004-06-23,23.1,20.2,246,28.8,1424,0
401,2004-06-24,26.3,21.6,507,32,1528,0
401,2004-06-25,26.4,22.2,435,31.8,1514,0
401,2004-06-26,25.6,22.1,414,31.5,1448,0
401,2004-06-27,25.5,22.7,520,30.6,1333,0
401,2004-06-28,23.6,21.5,530,26.7,1459,0
401,2004-06-29,22.9,21.3,234,26,1344,0
401,2004-06-30,26,22,504,30.5,1642,0
401,2004-07-01,25,22.3,2333,29.2,1456,7.5
401,2004-07-02,24,22.2,128,25.4,1729,4
401,2004-07-03,25,21.9,2344,28.3,1115,6.5
401,2004-07-04,21.7,20.3,342,23.1,2221,59
401,2004-07-05,23.6,20,511,28.4,1603,8.5
401,2004-07-06,24.7,21.6,611,28.3,1305,8.5
401,2004-07-07,22.2,21,1046,23.6,1,51
401,2004-07-08,22,20.5,644,24.2,1638,5
401,2004-07-09,23.8,20.5,519,29.6,1558,0
401,2004-07-10,25.2,20.5,437,30.6,1508,0
401,2004-07-11,23.9,20.8,539,29,1200,10
401,2004-07-12,23.6,21.4,36,25.8,1245,38
401,2004-07-13,21.7,19.9,507,23.7,38,23
401,2004-07-14,24.5,21.4,509,30.2,1528,13.5
401,2004-07-15,23.5,22.3,1030,24.4,807,27.5
401,2004-07-16,24,22.9,255,26.6,1137,79
401,2004-07-17,23.5,22.6,1113,24.9,1532,37
401,2004-07-18,26.4,22.8,449,30,1732,0
401,2004-07-19,27.3,25.8,640,31.4,1403,0
401,2004-07-20,27,25.4,456,29.3,1521,1
401,2004-07-21,27.9,25,530,33.8,1502,0
401,2004-07-22,28.6,24.5,450,34,1425,0
401,2004-07-23,29.5,24.2,558,36,1347,0
401,2004-07-24,28.4,23.8,522,32.7,1441,0
401,2004-07-25,26,22.6,1259,28.8,1555,8.5
401,2004-07-26,27.6,24.6,519,31.2,1545,0
401,2004-07-27,28.4,25.1,433,32.6,1322,0
401,2004-07-28,29.5,26.4,556,34.5,1448,0
401,2004-07-29,29.9,25,524,35.1,1348,0
401,2004-07-30,30.3,25.7,549,35.9,1327,0
401,2004-07-31,31.6,25.7,523,37.6,1329,0
401,2004-08-01,30.3,27.2,541,35.6,1357,0
401,2004-08-02,29.8,25,606,35.3,1226,0
401,2004-08-03,29.9,26,604,34.2,1444,0
401,2004-08-04,29.7,23.3,2224,35.2,1054,34.5
401,2004-08-05,28.5,24.3,1,34.2,1210,0
401,2004-08-06,29.2,25.4,349,33.9,1426,0
401,2004-08-07,29.6,25.7,337,34.2,1333,0
401,2004-08-08,29,25.9,608,33.4,1442,0
401,2004-08-09,30,25.9,419,35.8,1427,0
401,2004-08-10,31.4,26.1,534,38.1,1444,0
401,2004-08-11,31.5,26.2,538,38,1344,0
401,2004-08-12,30.7,26.1,558,37.1,1414,0
401,2004-08-13,29.7,26.1,449,34.5,1506,0
401,2004-08-14,27.3,23.9,757,31.4,1551,8.5
401,2004-08-15,27.8,24,557,33,1323,0
401,2004-08-16,26.2,22,2318,31.6,1337,52
401,2004-08-17,24.5,21.8,254,27.8,1204,11
401,2004-08-18,24.1,22.7,2322,26.3,1507,33.5
401,2004-08-19,22.6,19.9,731,27,1343,35.5
401,2004-08-20,24.4,21.3,453,29.7,1316,0
401,2004-08-21,24.1,21.5,550,26.4,1620,0
401,2004-08-22,23.6,22,617,26.4,1321,0
401,2004-08-23,23.5,21.1,537,27.3,1154,0
401,2004-08-24,25.1,19.7,604,31.3,1519,0
401,2004-08-25,25.3,21.5,451,29,1341,0
401,2004-08-26,24.5,21.5,754,29.6,1406,3
401,2004-08-27,25.5,21.4,543,29.7,1714,0
401,2004-08-28,25.2,22.9,539,28.9,1232,0
401,2004-08-29,25.9,22.1,602,32.5,1601,0
401,2004-08-30,27,23.1,408,33.5,1409,0
401,2004-08-31,25.6,21.5,614,31.9,1431,0
401,2004-09-01,25.7,23,2350,31.7,1538,0
401,2004-09-02,24.9,20.9,212,31.2,1356,0
401,2004-09-03,24.2,18.7,325,29.4,1120,0
401,2004-09-04,25.4,21.4,720,32.1,1439,0
401,2004-09-05,26.3,21.6,605,32.6,1420,1
401,2004-09-06,25,19.8,644,31.8,1440,4
401,2004-09-07,20.4,19,1307,24.6,1,24
401,2004-09-08,22.8,18.7,656,29.1,1333,0
401,2004-09-09,23.8,19.2,424,30.4,1416,0
401,2004-09-10,22.7,17.9,611,28.3,1344,0
401,2004-09-11,18.1,16.7,2144,21.3,1,51
401,2004-09-12,21.5,17.4,1,24.6,1019,20
401,2004-09-13,22.4,20.6,753,25.6,1211,0
401,2004-09-14,24.1,18.1,549,29.6,1454,0
401,2004-09-15,25.9,21.3,419,31.4,1524,1.5
401,2004-09-16,23.9,21.2,808,29.2,1415,36.5
401,2004-09-17,24.4,19.7,356,30.4,1356,0
401,2004-09-18,22.7,19.5,2358,25.6,1531,9.5
401,2004-09-19,21.8,14.8,632,28.3,1454,0
401,2004-09-20,17.2,15.4,1540,21.3,1,13.5
401,2004-09-21,17.4,14.8,602,21,1633,18.5
401,2004-09-22,19.4,13.4,620,26,1526,0
401,2004-09-23,21.1,16.6,410,27,1424,0
401,2004-09-24,22.4,16.9,633,28.5,1439,0
401,2004-09-25,22.2,17.4,554,27.6,1405,0
401,2004-09-26,20.9,18.6,637,24.6,1640,0
401,2004-09-27,21.9,16.5,632,28.1,1429,0
401,2004-09-28,21.8,17.7,419,26.3,1342,0
401,2004-09-29,22.8,18.4,628,28.5,1520,0
401,2004-09-30,22.4,16.5,645,28.8,1420,0
401,2004-10-01,17.6,12.3,2319,22.7,839,1
401,2004-10-02,13.9,10.4,608,18.4,1449,0
401,2004-10-03,14.2,7.8,627,20.8,1438,0
401,2004-10-04,15.6,10.7,608,22.7,1429,0
401,2004-10-05,17.5,11.1,513,24.7,1529,0
401,2004-10-06,18.4,12.7,644,25.4,1319,0
401,2004-10-07,19.3,13.8,608,24.8,1242,0
401,2004-10-08,20.4,15.2,617,26.8,1526,0
401,2004-10-09,21,16.9,631,25.8,1515,0
401,2004-10-10,20.9,16.8,605,26.2,1424,0
401,2004-10-11,19.2,13.9,636,25.1,1205,0
401,2004-10-12,16,13.2,2324,19.8,1420,5
401,2004-10-13,13.3,8.6,507,19.5,1409,0
401,2004-10-14,11.6,7.2,703,16.5,1337,0
401,2004-10-15,14.2,7.4,613,20.6,1448,0
401,2004-10-16,16.5,11,619,23.8,1423,0
401,2004-10-17,16.5,11.9,554,22,1446,0
401,2004-10-18,16.9,13.5,559,22.3,1415,0
401,2004-10-19,17.5,12.1,555,23.8,1454,0
401,2004-10-20,17.3,13.2,606,23.3,1424,0
401,2004-10-21,16,10.7,542,22.5,1250,0
401,2004-10-22,13.5,9.9,711,17.4,1525,0
401,2004-10-23,12.5,8,634,18.7,1416,0
401,2004-10-24,14.5,9.4,148,19.6,1246,0
401,2004-10-25,16.3,12.7,718,20.9,1457,0
401,2004-10-26,12.2,9.2,2255,15.9,1421,0
401,2004-10-27,11.7,6.3,654,18.2,1400,0
401,2004-10-28,12.3,6.9,700,18.2,1343,0
401,2004-10-29,13.8,8.8,624,19.1,1344,0
401,2004-10-30,16,11.4,517,22.5,1411,0
401,2004-10-31,16.1,10.3,629,24.4,1346,0
401,2004-11-01,15.1,11.4,654,20.8,1305,22
401,2004-11-02,11,8.8,2356,13.3,1104,1.5
401,2004-11-03,11.1,7.9,648,15.6,1335,1
401,2004-11-04,12.6,9.4,604,17.5,1406,0
401,2004-11-05,12.3,7.9,641,17.6,1430,9.5
401,2004-11-06,9,5.4,738,14.1,1425,0
401,2004-11-07,10.6,4.1,637,18.6,1427,0
401,2004-11-08,13.3,7.7,600,18.2,1217,0
401,2004-11-09,16.3,11.6,549,22.4,1530,0
401,2004-11-10,16.3,14.6,1505,18.1,1107,11
401,2004-11-11,14.2,10.5,0,16.4,2,1.5
401,2004-11-12,6.1,3.1,2359,10.5,1,0
401,2004-11-13,5.2,1.2,402,9,1337,0
401,2004-11-14,8.5,3.9,406,13.1,1401,0
401,2004-11-15,5.9,3.4,2327,10.7,144,0
401,2004-11-16,7.5,1.3,646,12.8,1251,0
401,2004-11-17,10.2,4.7,620,16.1,1412,0
401,2004-11-18,11.3,7.9,639,16,1402,0.5
401,2004-11-19,10.2,6.8,628,14.7,1423,0
401,2004-11-20,7.9,5.2,703,12.2,1335,0
401,2004-11-21,7.1,2.9,756,12.2,1345,0
401,2004-11-22,7.3,3,540,12.3,1433,0
401,2004-11-23,8.7,3.6,658,14.2,1233,0
401,2004-11-24,10.6,6.2,629,15.3,1441,0
401,2004-11-25,11.5,6.8,604,16.1,1443,0
401,2004-11-26,6.1,2.7,1140,13.8,1,23
401,2004-11-27,8,3.9,424,11.3,1230,0
401,2004-11-28,8.1,6,2334,11.1,1446,0
401,2004-11-29,5.8,1.5,700,10.1,1416,0
401,2004-11-30,5.8,1.9,737,8.9,1314,0
401,2004-12-01,5.9,0.9,630,9.8,1400,0
401,2004-12-02,8.7,3.1,633,15.1,1451,0
401,2004-12-03,10.7,5.3,619,16.9,1357,0
401,2004-12-04,9.5,6.8,2354,11.2,1,17.5
401,2004-12-05,2.8,0.8,2350,6.8,1,0
401,2004-12-06,4.2,-1.5,726,8.1,2259,7.5
401,2004-12-07,4.9,3.1,734,8.1,1,0
401,2004-12-08,7.1,2,543,11.1,1349,0
401,2004-12-09,9.4,5.8,534,13.8,1409,0
401,2004-12-10,8.2,4,2354,11.1,1333,0
401,2004-12-11,5.5,0.7,722,10.1,1346,0
401,2004-12-12,6.2,2.4,2357,11,1341,0
401,2004-12-13,3.4,0.1,751,7.4,1416,0
401,2004-12-14,4.9,0.1,555,9.9,1445,0
401,2004-12-15,6.2,4.4,550,8.6,1407,4
401,2004-12-16,5.1,1.9,2337,8.4,1440,0
401,2004-12-17,4.6,1,235,8.7,1424,0
401,2004-12-18,4.6,1.9,2312,7,1455,0
401,2004-12-19,5.9,0.8,326,11.3,1344,0
401,2004-12-20,-2.7,-4.8,2341,5.1,1,0
401,2004-12-21,-2.2,-5.8,744,1.8,1508,0
401,2004-12-22,-2.5,-5,2357,0.7,1407,0
401,2004-12-23,-2.8,-7,655,0.8,1409,0
401,2004-12-24,0,-3.4,408,3.7,1424,0
401,2004-12-25,-0.7,-3.3,747,2.6,1407,0
401,2004-12-26,-2.1,-4.8,734,1.3,1457,0
401,2004-12-27,-3.1,-5.6,626,0.2,1355,0
401,2004-12-28,-4,-6.1,636,-1.9,1310,0
401,2004-12-29,-4.7,-7.4,710,-1.8,1505,0
401,2004-12-30,-3.6,-7.7,637,-0.3,1325,0
401,2004-12-31,-3.8,-5.8,738,-0.5,1507,0
401,2005-01-01,-4.2,-7.6,806,-0.7,1505,0
401,2005-01-02,1.2,-4.8,24,5.2,1440,0
401,2005-01-03,3.4,-1.1,2353,5.9,1100,1
401,2005-01-04,-4.1,-6.4,738,-1,1454,0
401,2005-01-05,-2.9,-7.9,802,1.2,1517,0
401,2005-01-06,1,-2.8,736,3.4,1542,0
401,2005-01-07,-2.1,-5.1,2348,3.1,113,0
401,2005-01-08,-4.1,-7.3,751,2.1,1401,0
401,2005-01-09,-7.1,-9.4,735,-3.7,1502,0
401,2005-01-10,-5,-10,712,-0.9,1505,0
401,2005-01-11,-5.2,-7.3,823,-2.1,1430,0
401,2005-01-12,-5,-8.1,749,-1.5,1507,0
401,2005-01-13,-3.9,-7,625,-0.3,1521,0
401,2005-01-14,-2.2,-6.1,742,1.3,1425,0
401,2005-01-15,-1.7,-5,613,2.1,1401,0
401,2005-01-16,-0.1,-3.9,355,5.4,1554,0
401,2005-01-17,1.2,-3,831,5.7,1449,0
401,2005-01-18,1.3,-2.2,2359,4.1,1435,1.5
401,2005-01-19,-2.6,-4.8,633,1.1,1505,0
401,2005-01-20,-4.9,-6.6,754,-1.6,1400,0
401,2005-01-21,-4.2,-7.8,712,-0.1,1532,0
401,2005-01-22,-1.4,-6.4,701,3.2,1551,0
401,2005-01-23,2.5,-1.6,621,7.7,1459,0
401,2005-01-24,2.1,-1.3,632,5.4,1552,0
401,2005-01-25,1.7,-1.6,737,4.7,1646,0
401,2005-01-26,2.4,-0.6,527,6.5,1559,0
401,2005-01-27,2.3,-0.8,638,6.2,1419,0
401,2005-01-28,3,-1.9,738,8.4,1407,0
401,2005-01-29,0.1,-5.2,2357,3.3,902,1.5
401,2005-01-30,-6,-8.2,810,-2.4,1444,0
401,2005-01-31,-6.4,-10.2,0,-0.8,1324,0
401,2005-02-01,-9.4,-12.3,608,-6.1,1437,0
401,2005-02-02,-5.8,-9.6,703,-1.9,1458,0
401,2005-02-03,-3.3,-6.6,126,0.6,1523,0
401,2005-02-04,-0.7,-3.9,613,2.9,1444,0
401,2005-02-05,-0.8,-3.9,744,2.6,1410,0
401,2005-02-06,0.6,-4.1,513,5.9,1557,0
401,2005-02-07,3.6,0.1,202,5.7,1205,0
401,2005-02-08,2.2,-0.6,2318,6.5,1526,0
401,2005-02-09,-0.9,-3.7,2354,1.9,1508,0
401,2005-02-10,-5.1,-7.9,2340,-1.2,1455,0
401,2005-02-11,-5,-8,29,-1.1,1605,0
401,2005-02-12,-3.2,-6.1,513,0.7,1454,0
401,2005-02-13,-1.2,-7.4,704,4.2,1518,0
401,2005-02-14,2.4,-2.4,605,6.2,1556,0
401,2005-02-15,5.4,1,547,10.9,1457,3
401,2005-02-16,3.3,0.9,309,5.7,1729,10
401,2005-02-17,5.6,0.9,735,10.8,1610,0
401,2005-02-18,5,3.8,58,7.2,1412,0
401,2005-02-19,-1.6,-7.2,2340,4.4,1,0
401,2005-02-20,-6.3,-8.6,2325,-1.7,1342,0
401,2005-02-21,-5.3,-9.5,619,-0.9,1453,0
401,2005-02-22,0.7,-4.3,4,6,1625,2
401,2005-02-23,-1.7,-4,2246,1.2,1,0
401,2005-02-24,-1.8,-4.9,458,4.6,1336,0
401,2005-02-25,-3.7,-6.4,2342,-0.5,1225,0
401,2005-02-26,-4,-7.5,629,-0.1,1510,0
401,2005-02-27,-1.3,-5.8,800,3.5,1533,0
401,2005-02-28,1.3,-2.8,656,6.3,1414,0
401,2005-03-01,0.6,-3.5,643,5.1,1449,0
401,2005-03-02,1,-1.3,709,5.5,1552,3.5
401,2005-03-03,-0.4,-3.3,500,3.1,1442,0
401,2005-03-04,0.4,-3.2,607,5.6,1430,0
401,2005-03-05,0,-2.9,601,3.9,1420,0
401,2005-03-06,1.2,-3.1,717,6,1319,0
401,2005-03-07,4.8,-1,426,10.1,1524,0
401,2005-03-08,4.9,1.2,623,9.3,1444,0
401,2005-03-09,8.3,-0.2,533,15.8,1600,0
401,2005-03-10,9.4,5.8,2216,13.8,127,2.5
401,2005-03-11,1.5,-3.2,2356,5.8,1,1.5
401,2005-03-12,-3.2,-5.8,633,0.5,1407,0
401,2005-03-13,-0.1,-3.7,1,3.6,1431,0
401,2005-03-14,3.5,-1.2,308,8.3,1322,0
401,2005-03-15,5.4,1.7,507,10.3,1239,0
401,2005-03-16,8.5,4,603,13.2,1540,0
401,2005-03-17,6.7,4.4,2355,10.9,1311,8
401,2005-03-18,4.9,2.6,636,9.1,1543,0
401,2005-03-19,5.2,0.1,555,11.2,1345,0
401,2005-03-20,6.4,3.4,642,10.5,1535,0
401,2005-03-21,8,2,420,13.8,1248,0
401,2005-03-22,9.2,4.3,500,15.3,1452,3.5
401,2005-03-23,9.3,5.6,2345,14.7,1414,0
401,2005-03-24,3.5,0.6,2352,8.1,1417,0.5
401,2005-03-25,3.9,-0.7,618,8.3,1507,0
401,2005-03-26,7.7,2.5,503,12.6,1510,0
401,2005-03-27,11,5.5,344,17.9,1507,0
401,2005-03-28,7.5,4.8,827,11.5,1738,0
401,2005-03-29,6.6,3.7,625,11.2,1441,0
401,2005-03-30,7.8,3.8,534,13,1400,0
401,2005-03-31,10.2,3.6,650,16.9,1518,0
401,2005-04-01,11.7,6,544,17.3,1335,0
401,2005-04-02,11,5.8,623,16.8,1405,0
401,2005-04-03,9.4,6.2,836,15,1515,2.5
401,2005-04-04,10,3.4,629,15.8,1614,0
401,2005-04-05,14.6,8.5,621,21.2,1507,0
401,2005-04-06,14.8,9.5,440,19.4,1402,6
401,2005-04-07,13.9,11.6,2358,16.9,1631,0
401,2005-04-08,15.4,7.5,607,23.3,1610,0
401,2005-04-09,14.1,12.1,1403,16.1,1036,39
401,2005-04-10,12.9,9.4,358,17.5,1708,15
401,2005-04-11,14.3,9.9,514,19.1,1449,0
401,2005-04-12,11.8,7.7,2157,15.8,1425,0
401,2005-04-13,10.9,6.4,549,16.6,1628,0
401,2005-04-14,11.1,7.5,354,16.6,1103,0
401,2005-04-15,11,6.2,550,16.2,1407,0
401,2005-04-16,11.5,4.9,546,18,1319,0
401,2005-04-17,15.3,7.7,558,20.9,1539,0
401,2005-04-18,15.7,10.8,514,19.6,1654,1.5
401,2005-04-19,18.1,12.7,2316,23.7,1239,14
401,2005-04-20,11.2,8.9,633,14.1,1355,6
401,2005-04-21,10.8,7.3,604,14.8,1209,0
401,2005-04-22,12.6,7.3,457,17.8,1345,0
401,2005-04-23,14.5,8,554,20.7,1618,0
401,2005-04-24,15.1,9.1,538,22.5,1508,0
401,2005-04-25,14.6,9.9,531,20.4,1316,0
401,2005-04-26,15.8,9,539,21.8,1631,0
401,2005-04-27,17.1,13,255,24.4,1355,0
401,2005-04-28,19.3,15.4,352,26.1,1225,0
401,2005-04-29,20.2,14.8,615,27.2,1430,0
401,2005-04-30,24.6,19.7,434,31.6,1436,0
401,2005-05-01,21.9,17.9,2354,26.5,1551,0
401,2005-05-02,20.7,15.5,541,26.7,1514,0
401,2005-05-03,20.3,12.1,444,28.3,1429,0
401,2005-05-04,21.1,13.2,604,29.4,1537,0
401,2005-05-05,20.4,14.4,2347,28.2,1303,10
401,2005-05-06,12.3,9.8,2028,14.6,1,16
401,2005-05-07,14.6,8,454,21.6,1440,0
401,2005-05-08,14.1,12,2357,17.3,1647,0
401,2005-05-09,14.1,9.1,549,19.3,1344,0
401,2005-05-10,15.4,10.5,543,21.1,1317,0
401,2005-05-11,14.7,12.6,2323,17.3,1325,0.5
401,2005-05-12,15,12,500,20.8,1506,1.5
401,2005-05-13,18,11.8,151,25.1,1456,0
401,2005-05-14,18.1,14,601,23,1526,0
401,2005-05-15,20,13,458,28.4,1522,0
401,2005-05-16,20.9,14.3,540,27.6,1330,0
401,2005-05-17,20.6,16.6,2137,25.7,1454,16.5
401,2005-05-18,16.4,12.6,744,19.8,1729,28
401,2005-05-19,18,11.6,538,24.7,1318,0
401,2005-05-20,19.4,13,407,26.6,1506,0
401,2005-05-21,19,14.2,545,24.6,1511,0
401,2005-05-22,17,15.1,1558,20.9,1140,2
