지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),일강수량(mm)
401,2002-09-03,28.2,24.7,336,33.4,1440,0
401,2002-09-04,28.1,25,346,32.7,1508,0
401,2002-09-05,24,22,732,27.1,1409,10.5
401,2002-09-06,23,20.3,2324,27.7,1406,0
401,2002-09-07,24,18.6,512,30.2,1609,0
401,2002-09-08,24.5,19.6,609,30.3,1355,0
401,2002-09-09,24.8,22,608,30,1352,0
401,2002-09-10,26.2,21.5,625,32.2,1438,0
401,2002-09-11,25.3,20.7,429,30.8,1350,0
401,2002-09-12,20.9,18.3,2121,25.3,1113,0.5
401,2002-09-13,20.7,17.9,208,25,1415,0
401,2002-09-14,22,19.4,559,26.2,1420,0
401,2002-09-15,19.2,17.4,2354,20.7,3,0.5
401,2002-09-16,20.1,17,57,23.2,1505,0.5
401,2002-09-17,21.6,15.9,649,28,1449,0
401,2002-09-18,22.3,16.1,610,29.1,1433,0
401,2002-09-19,22.4,17.3,520,27.9,1448,0
401,2002-09-20,21.6,16.7,550,26.8,1224,0
401,2002-09-21,20.9,17.8,334,26.6,1433,1
401,2002-09-22,21.1,17.6,629,26,1441,0
401,2002-09-23,19.7,14,629,26.3,1528,0
401,2002-09-24,20.7,15.4,551,27.7,1307,0
401,2002-09-25,21.3,15.5,624,28.5,1516,0
401,2002-09-26,22.3,17.9,456,28,1358,0
401,2002-09-27,21.5,17.7,620,27.2,1320,0
401,2002-09-28,21.7,17.4,522,28.1,1313,1
401,2002-09-29,19.9,16.8,828,25.2,1225,6.5
401,2002-09-30,20.1,16.5,621,24.5,1549,0
401,2002-10-01,19.9,15.5,601,25,1247,0
401,2002-10-02,17.4,15,2359,21.1,1454,1
401,2002-10-03,16.8,13.5,248,23.7,1232,0
401,2002-10-04,16.5,9.6,616,23.3,1520,0
401,2002-10-05,17.3,12.6,657,23,1314,7.5
401,2002-10-06,17.7,15.5,2120,21.2,1511,9
401,2002-10-07,15.6,12.9,633,20.4,1414,0
401,2002-10-08,13.9,10.4,629,17.9,1555,0
401,2002-10-09,14.5,8.6,648,20.3,1512,0
401,2002-10-10,15.8,10.3,600,22.8,1500,0
401,2002-10-11,17.1,11.9,551,23.4,1247,0
401,2002-10-12,18.5,13.5,606,24.1,1336,0
401,2002-10-13,18.9,14.5,2358,25,1455,19.5
401,2002-10-14,16.2,10.8,609,22.5,1541,0
401,2002-10-15,15.7,13.3,314,20,1551,4.5
401,2002-10-16,15.3,10,630,21.7,1442,0
401,2002-10-17,18.2,12.3,606,25.7,1500,0
401,2002-10-18,18.1,14.8,549,21.3,1410,0
401,2002-10-19,16.4,14.3,2245,20.9,1316,0
401,2002-10-20,14.6,13.1,703,16.3,1522,0
401,2002-10-21,11.6,6.1,2354,16.4,1324,0.5
401,2002-10-22,6,3.3,629,10,1254,0
401,2002-10-23,7.1,2,619,12.4,1536,0
401,2002-10-24,10.4,6.1,707,17.5,1459,3.5
401,2002-10-25,9.9,7.4,2346,14.4,1304,3.5
401,2002-10-26,7.8,5.2,715,11.3,1354,9
401,2002-10-27,4.7,2.5,725,8.5,1300,0
401,2002-10-28,3.9,0.5,622,8.3,1348,0
401,2002-10-29,5.9,0.9,714,10.9,1441,0
401,2002-10-30,7.5,1.5,332,13.2,1425,0
401,2002-10-31,11.4,6.5,551,17.5,1241,0
401,2002-11-01,5.2,2.5,2321,8.8,1,0
401,2002-11-02,5.6,1.7,648,9.7,1204,0
401,2002-11-03,4.4,1.9,2346,8.3,1325,0
401,2002-11-04,1.9,0,607,5.2,1424,0
401,2002-11-05,4.5,-1.9,638,9.6,1451,0
401,2002-11-06,11.3,5,606,17.4,1445,0
401,2002-11-07,12.7,7.4,0,17.3,1314,0.5
401,2002-11-08,3.4,0.8,2357,7.5,1,0
401,2002-11-09,2.8,-1.2,543,6.7,1424,0
401,2002-11-10,10,4,109,14.2,1347,0
401,2002-11-11,14,8.3,2354,18.4,1312,0
401,2002-11-12,6.1,3.8,2344,9.1,1335,0
401,2002-11-13,2.5,0.6,0,5.3,1330,0
401,2002-11-14,4,-0.7,650,9.9,1339,0
401,2002-11-15,1.5,-0.9,706,4.2,1334,0
401,2002-11-16,3.3,-1.9,700,7.9,1355,0
401,2002-11-17,,,,,,4
401,2002-11-19,,,,,,0
401,2002-11-20,4.8,3.2,521,6.2,1144,4
401,2002-11-21,2.6,0.8,829,5.7,1411,0
401,2002-11-22,4.9,-1.1,636,10.9,1410,0
401,2002-11-23,7.3,1.8,530,14.2,1418,0
401,2002-11-24,6.3,2.7,2359,9.4,1257,0
401,2002-11-25,3.4,0.4,717,6.9,1359,0
401,2002-11-26,-1.8,-20,1145,19.9,1321,36
401,2002-11-27,0.1,-3.5,709,4,1459,0
401,2002-11-28,3.4,-2.4,540,7.2,1450,0
401,2002-11-29,8.6,6,2345,11.3,1338,0
401,2002-11-30,4.5,1.3,550,9.3,1350,0
401,2002-12-01,5.3,-0.4,716,10.8,1357,0
401,2002-12-02,7.2,3.5,630,12.2,1327,0
401,2002-12-03,8,3,427,11.4,1441,0
401,2002-12-04,12.1,8.9,455,16.7,1344,0
401,2002-12-05,8.4,4.7,2308,11.3,3,0
401,2002-12-06,7.5,4.7,126,10.7,1349,0
401,2002-12-07,5.7,3.9,902,9,1322,0
401,2002-12-08,1.6,-2.2,2358,4.7,41,5.5
401,2002-12-09,-4.7,-6.8,759,-2.2,1,0
401,2002-12-10,-5.7,-8.5,807,-3.4,1442,0
401,2002-12-11,-4.7,-7.3,729,-2.4,1443,0
401,2002-12-12,-3.2,-5.5,716,-1,1346,0
401,2002-12-13,-2.4,-6.9,705,1.8,1511,0
401,2002-12-14,0.6,-5.3,652,5.3,1437,0
401,2002-12-15,5.8,,,,,0
401,2002-12-16,5.8,2.5,2142,9.9,1035,1.5
401,2002-12-17,3.4,1.7,403,6.4,1427,0
401,2002-12-18,4.6,1.5,17,7.8,1414,0
401,2002-12-19,3.9,0.8,611,8.5,1313,0
401,2002-12-20,5.2,-0.5,659,10.5,1510,0
401,2002-12-21,7.1,3.3,719,11.4,1456,0
401,2002-12-22,7.4,4,633,11.1,1512,0
401,2002-12-23,6.8,5.4,2142,8.3,1239,3
401,2002-12-24,3.3,2.2,2244,5.5,1,0.5
401,2002-12-25,-2,-5.4,2347,2.3,9,0
401,2002-12-26,-5.6,-8.1,842,-2.1,1511,0
401,2002-12-27,-4,-6.9,525,0.4,1520,0
401,2002-12-28,-0.4,-5.3,235,4.4,1354,0
401,2002-12-29,-2,-5.2,840,2,1343,0
401,2002-12-30,-1.7,-6.6,742,2.5,1413,0
401,2002-12-31,-0.8,-3,2338,2.4,1427,0
401,2003-01-01,-4.2,-6.7,2345,-0.3,1432,0
401,2003-01-02,-3.6,-8.8,658,1,1507,0
401,2003-01-03,-2.9,-6.4,2355,0.7,1459,0.5
401,2003-01-04,-9.7,-12.9,2357,-6.5,1,0
401,2003-01-05,-12.4,-15.1,737,-8.9,1530,0
401,2003-01-06,-8.7,-13.7,622,-4.5,1532,0
401,2003-01-07,-5.2,-10.3,646,-0.3,1429,0
401,2003-01-08,-3,-8.6,720,1.9,1417,0
401,2003-01-09,0.8,-2.7,548,5.3,1442,0
401,2003-01-10,1.3,-2,241,5.1,1529,0
401,2003-01-11,1,-3.7,803,5.9,1506,0
401,2003-01-12,4.5,0.6,821,9,1318,0
401,2003-01-13,6.5,3.5,2357,10,1516,0
401,2003-01-14,-1.7,-5.5,2359,3.4,1,0
401,2003-01-15,-3.2,-7.2,739,1.3,1342,0
401,2003-01-16,0.4,-5.3,738,5.1,1441,0
401,2003-01-17,3.8,2.5,2311,5.5,1120,4
401,2003-01-18,2.7,1.5,2327,4.8,1309,0
401,2003-01-19,1.4,-0.2,754,3.8,1400,0
401,2003-01-20,0.1,-2.5,2346,4.1,1456,0
401,2003-01-21,-1.6,-4.9,807,2.8,1450,0
401,2003-01-22,-1.3,-2.4,1,0.2,1356,0
401,2003-01-23,-0.7,-3.3,654,3.1,1500,0
401,2003-01-24,-0.8,-3.7,337,3.4,1449,0
401,2003-01-25,0.8,-4.5,714,7.2,1439,0
401,2003-01-26,2.8,2,325,4.8,1044,1.5
401,2003-01-27,-1.3,-5.7,0,3.4,134,3
401,2003-01-28,-7.4,-11.5,2356,-3.3,1319,0
401,2003-01-29,-11.1,-13.4,629,-8.1,1603,0
401,2003-01-30,-6.7,-12.4,638,-1.6,1556,0
401,2003-01-31,-2,-5.2,128,1.5,1418,0
401,2003-02-01,-1,-6.3,727,4.7,1433,0
401,2003-02-02,-0.4,-5.3,742,4.7,1507,0
401,2003-02-03,-0.3,-5.2,732,4.9,1524,0
401,2003-02-04,0.9,-1.4,603,4.6,1430,0
401,2003-02-05,0.5,-2,451,4.2,1525,0
401,2003-02-06,0.8,-4.4,737,5.2,1439,0
401,2003-02-07,5,1.7,505,7.6,1535,0
401,2003-02-08,4.8,2.7,2308,6.7,1651,5
401,2003-02-09,5,0.3,509,10,1502,0
401,2003-02-10,5.8,2.1,552,11,1420,0
401,2003-02-11,0.1,-5.3,2330,4.6,1,1.5
401,2003-02-12,-3.6,-7.5,829,-0.1,1551,0
401,2003-02-13,2.1,-2.7,134,6.1,1435,0
401,2003-02-14,3.6,0,756,8,1350,0
401,2003-02-15,4.6,-0.1,626,10.3,1427,0
401,2003-02-16,5.1,1,718,9.5,1347,0
401,2003-02-17,4.4,-0.7,551,10,1533,0
401,2003-02-18,4.9,1.1,322,7.9,1337,0
401,2003-02-19,3.1,2,2357,4.8,1315,0
401,2003-02-20,3.8,-0.2,729,8.5,1425,0
401,2003-02-21,4.2,2,302,8.2,1451,10
401,2003-02-22,4,2.2,55,4.9,1428,17
401,2003-02-23,3.3,2.2,1921,4.6,1425,1
401,2003-02-24,4.5,2.2,1,8.1,1316,0
401,2003-02-25,4.6,0.5,459,9.8,1554,0
401,2003-02-26,5.6,3.2,419,9.2,1641,0.5
401,2003-02-27,6.6,1.5,640,12.1,1541,0
401,2003-02-28,7.3,2.5,710,12.2,1436,0
401,2003-03-01,7,4.7,2355,10.7,1356,0.5
401,2003-03-02,4.6,0.6,655,8.7,1418,2.5
401,2003-03-03,0.7,-2.1,2350,4.5,401,2
401,2003-03-04,-0.5,-4.4,713,3.9,1556,0
401,2003-03-05,3.3,-0.9,620,7.1,1601,0
401,2003-03-06,3.9,1.4,949,4.9,1,3
401,2003-03-07,3.4,1.4,2357,4.8,3,3.5
401,2003-03-08,3.2,1.1,23,5.1,1338,0.5
401,2003-03-09,3.5,-0.2,641,7.4,1302,0
401,2003-03-10,5.2,0.5,558,10.6,1400,0
401,2003-03-11,6.4,1.1,617,12.2,1426,0
401,2003-03-12,7.3,3.3,659,12.4,1422,0
401,2003-03-13,6.5,1.8,705,11.1,1423,0
401,2003-03-14,6.2,0.9,714,12,1334,0
401,2003-03-15,9.1,4.3,658,14,1457,0
401,2003-03-16,7.5,5,2357,9.3,1,6
401,2003-03-17,7.1,4,423,11.2,1515,0
401,2003-03-18,7.6,2,648,12.6,1500,0
401,2003-03-19,7.6,2.3,634,13,1522,0
401,2003-03-20,8.1,1.1,631,15.2,1511,0
401,2003-03-21,10.4,6,240,14.2,1455,0
401,2003-03-22,10.7,6,644,15.8,1435,0
401,2003-03-23,9.7,4.6,644,13.5,1547,0
401,2003-03-24,9.3,5.2,622,12.5,1029,0
401,2003-03-25,7.7,5.6,1030,11.4,1434,0
401,2003-03-26,11,5.2,130,17.9,1402,0
401,2003-03-27,8.9,6.4,2344,12.2,1355,3
401,2003-03-28,7.2,4.4,519,11.8,1316,0
401,2003-03-29,,,,,,0
401,2003-03-30,13.5,9.1,236,19.1,1452,0
401,2003-03-31,17,12.2,12,21.8,1541,0
401,2003-04-01,17.6,12.4,623,23.6,1530,0
401,2003-04-02,15.5,11.1,641,21,1437,0
401,2003-04-03,15.1,9.5,532,20.7,1346,0
401,2003-04-04,15,11.2,645,19.9,1535,0
401,2003-04-05,13.2,8.8,617,19.3,1358,0
401,2003-04-06,13.1,6.9,652,19.9,1447,0
401,2003-04-07,11.7,8.2,2216,18.6,1213,6
401,2003-04-08,10.5,7.9,2354,16.1,1356,2
401,2003-04-09,8.5,5.8,657,12.4,1609,0
401,2003-04-10,12.1,4.9,552,19.4,1600,0
401,2003-04-11,10.4,8.7,1054,13.7,203,11
401,2003-04-12,11.5,9.1,2333,17.4,1309,0
401,2003-04-13,12.5,6.9,553,18.8,1610,0
401,2003-04-14,14.6,8.8,631,21.4,1343,0
401,2003-04-15,14.9,7.6,406,21.6,1540,0
401,2003-04-16,17.6,10.5,509,25.7,1435,0
401,2003-04-17,20.1,12.9,52,25.4,1352,0
401,2003-04-18,17.9,10.7,2347,23.8,937,26
401,2003-04-19,11.1,8.9,354,13.3,1157,8
401,2003-04-20,10.3,9.3,1846,11.9,1257,4
401,2003-04-21,14.2,7.8,536,20.8,1510,0
401,2003-04-22,12.8,11,2350,16.4,1323,1.5
401,2003-04-23,12.4,9.3,450,16.1,1548,12.5
401,2003-04-24,15.9,10.3,510,21.2,1444,0
401,2003-04-25,13,11.8,2306,15.8,14,21.5
401,2003-04-26,15.1,8.6,435,21.4,1236,0
401,2003-04-27,16.4,11.7,442,22,1331,0
401,2003-04-28,18.7,11.1,601,26.8,1429,0
401,2003-04-29,13.8,12.5,2349,16.4,1,41
401,2003-04-30,14.8,9.3,507,20,1351,0
401,2003-05-01,16.9,8.4,508,24.4,1441,0
401,2003-05-02,18.6,11.2,547,24.9,1435,0
401,2003-05-03,19.3,11.7,544,27.1,1359,0
401,2003-05-04,22.5,15.4,516,30.1,1459,0
401,2003-05-05,23.6,15.4,539,31.2,1538,0
401,2003-05-06,19.1,17,1355,22.9,1047,5
401,2003-05-07,15.8,9.8,2105,20.1,1211,70.5
401,2003-05-08,15.3,10.9,1,20.9,1624,0.5
401,2003-05-09,16.1,10.3,447,21.3,1255,0
401,2003-05-10,17.3,10.9,547,24.4,1531,0
401,2003-05-11,18.7,11.4,502,25.1,1500,0
401,2003-05-12,19.9,12.4,531,26.5,1426,0
401,2003-05-13,22.5,15,554,30.5,1446,0
401,2003-05-14,23.5,17.4,602,31.3,1422,0
401,2003-05-15,22.7,18.1,604,28.5,1436,0
401,2003-05-16,21.8,16.5,533,28.4,1458,0
401,2003-05-17,21,17.3,423,27.1,1352,0
401,2003-05-18,19.3,15.2,138,25.4,1317,0
401,2003-05-19,20.3,14.3,502,26.4,1345,0
401,2003-05-20,19.7,16.4,509,24.8,1404,0
401,2003-05-21,20.6,13.7,508,28,1449,0
401,2003-05-22,22,15.6,530,28.9,1354,0
401,2003-05-23,22.6,15.6,502,28.8,1243,0
401,2003-05-24,21.9,17.8,2229,26.9,1317,0
401,2003-05-25,18.6,16.8,538,20.9,1515,7
401,2003-05-26,22.9,17.4,523,29.9,1619,0
401,2003-05-27,25.2,18.2,455,31.5,1430,0
401,2003-05-28,26.4,20.6,519,32.8,1454,0
401,2003-05-29,24.1,22.9,535,26.6,1517,0
401,2003-05-30,23.2,21.3,854,26.7,1702,0
401,2003-05-31,25.3,20.1,545,31,1611,0
401,2003-06-01,24.5,19.2,554,30.2,1457,0
401,2003-06-02,23.5,16.6,446,30.4,1336,0
401,2003-06-03,23.4,16.9,515,29.7,1221,0
401,2003-06-04,23.4,17.9,519,29.8,1506,0
401,2003-06-05,23.6,16.4,540,31.9,1355,0
401,2003-06-06,19.9,16.8,2346,26.5,1031,3.5
401,2003-06-07,22.5,15.2,503,29.4,1422,0
401,2003-06-08,25.5,18.4,605,32.7,1448,0
401,2003-06-09,27.4,23.3,535,33.4,1526,0
401,2003-06-10,24.4,22.8,312,27.3,1404,0
401,2003-06-11,22.4,20.6,2355,25.4,1036,8.5
401,2003-06-12,20.7,19.2,447,23,1504,17
401,2003-06-13,21.9,19,541,24.6,1452,0
401,2003-06-14,21.2,19,524,25.5,1514,2.5
401,2003-06-15,19.4,18.8,323,20.4,1846,5
401,2003-06-16,22,18,454,28.7,1320,4.5
401,2003-06-17,23.8,19.1,221,29.7,1403,0
401,2003-06-18,24.4,18.7,508,29.9,1602,0
401,2003-06-19,24.8,21.1,414,28.5,1725,0
401,2003-06-20,23.6,20.1,542,27.9,1241,0
401,2003-06-21,25.2,20.9,321,29.6,1254,0
401,2003-06-22,26.4,21.6,542,33,1345,0
401,2003-06-23,22.8,20.4,0,25.3,843,13.5
401,2003-06-24,18.5,16.9,2127,20.4,1,3
401,2003-06-25,20.8,17.1,1,26.7,1604,2.5
401,2003-06-26,24.2,18.9,422,30.6,1449,0
401,2003-06-27,21.4,19.6,2033,24.8,843,63.5
401,2003-06-28,24.2,19.3,330,31,1409,0.5
401,2003-06-29,21.4,19.5,342,22.5,1202,4
401,2003-06-30,24.7,20.2,515,30.6,1615,0
401,2003-07-01,24.5,22,455,30.1,1425,9
401,2003-07-02,26.4,19.9,446,33.5,1414,0
401,2003-07-03,22.9,19.9,421,26,1720,12.5
401,2003-07-04,23.8,19.9,516,26.7,1626,0
401,2003-07-05,26.9,20.9,520,33,1442,0
401,2003-07-06,26,22.3,507,28.9,1510,0
401,2003-07-07,26.8,22.8,540,31.8,1350,0
401,2003-07-08,26.9,23.3,554,32,1154,0
401,2003-07-09,23.3,22.1,530,26.1,1,32.5
401,2003-07-10,24.8,22.4,309,28.4,1448,0.5
401,2003-07-11,26.9,21.7,356,33.9,1624,0
401,2003-07-12,24.4,22.1,2338,27.2,1356,2
401,2003-07-13,26,21.8,411,32.3,1621,0
401,2003-07-14,25.6,21.4,540,30.6,1339,0
401,2003-07-15,26.2,21.6,539,32,1246,1
401,2003-07-16,26.6,23,604,31.5,1432,0
401,2003-07-17,26.1,23,448,30.9,1409,0
401,2003-07-18,21.4,19.6,430,24.6,1509,35
401,2003-07-19,21.7,19.9,531,23.4,1122,8
401,2003-07-20,25.1,19.8,136,31.7,1302,6.5
401,2003-07-21,27.3,24.3,456,32.6,1457,0.5
401,2003-07-22,24.5,22.9,609,27.2,1151,152.5
401,2003-07-23,24,21.8,657,27.1,1330,4
401,2003-07-24,26.4,21.6,230,32.5,1600,16
401,2003-07-25,27.8,23.1,654,34.4,1549,42.5
401,2003-07-26,28,24.5,648,31.9,1249,0
401,2003-07-27,23,20.9,755,26.8,8,34.5
401,2003-07-28,23.9,22.6,2212,27.6,1031,22.5
401,2003-07-29,26.5,22.6,1,31.6,1801,12
401,2003-07-30,28.1,22.2,552,34.4,1403,0
401,2003-07-31,28.1,23.8,539,32.7,1231,0
401,2003-08-01,,,,,,0
401,2003-08-02,,,,,,0
401,2003-08-03,27.2,26,250,29.6,1731,15.5
401,2003-08-04,27.5,25.1,1758,32.5,1323,0
401,2003-08-05,26.9,23.8,607,34.6,1401,3.5
401,2003-08-06,24.4,21,1201,29.4,1008,22
401,2003-08-07,23.8,21.7,608,27.1,1417,11.5
401,2003-08-08,26.5,21.4,519,31.8,1450,0
401,2003-08-09,27.7,23.4,550,33.6,1316,0
401,2003-08-10,25.2,23.2,2246,28.7,1157,3
401,2003-08-11,24.8,22.2,325,29.9,1508,1
401,2003-08-12,25.9,20.2,521,31.9,1559,0
401,2003-08-13,25.4,20.9,528,32.1,1509,0
401,2003-08-14,25.9,20.5,554,31.6,1420,0
401,2003-08-15,26.1,21.7,540,32,1548,0
401,2003-08-16,24.6,22.7,0,26.9,1340,0
401,2003-08-17,23.8,22.1,302,26.7,1045,0
401,2003-08-18,22.2,20.8,1052,23.8,1717,6.5
401,2003-08-19,22.8,21.9,516,23.7,2226,21.5
401,2003-08-20,25.8,22.7,402,29.1,1730,77.5
401,2003-08-21,27.2,24.2,643,31.5,1533,8.5
401,2003-08-22,28.3,25.7,349,32.4,1351,1
401,2003-08-23,25.4,24.5,606,26.7,103,66.5
401,2003-08-24,23.2,21.8,2044,25.8,306,131
401,2003-08-25,26.3,21.9,342,32.8,1457,1
401,2003-08-26,25,22.4,329,29,1457,0
401,2003-08-27,22.3,20.6,1546,24.6,1030,117.5
401,2003-08-28,24.7,20.5,523,32.3,1331,6
401,2003-08-29,23,21.1,601,26.1,1335,0
401,2003-08-30,20.9,17,2251,26.2,1053,18
401,2003-08-31,21.7,17,339,26.7,1535,0.5
401,2003-09-01,23.1,19.2,602,26.8,1539,0
401,2003-09-02,19.6,15.7,934,23,1,27.5
401,2003-09-03,21.7,18.9,120,25.3,1343,5.5
401,2003-09-04,22.9,18.5,635,28.2,1531,0
401,2003-09-05,24,22.2,2054,26.5,912,17.5
401,2003-09-06,23.9,20.4,522,28.9,1309,0
401,2003-09-07,22.1,21,515,23.8,1443,17.5
401,2003-09-08,24.3,20.6,541,30.5,1442,2
401,2003-09-09,19.9,18,1233,23.8,21,55.5
401,2003-09-10,22.1,18.3,610,26.5,1424,0
401,2003-09-11,22.4,19.8,625,25.3,1310,0
401,2003-09-12,22.1,20.7,722,23.4,1241,17.5
401,2003-09-13,23,20.5,426,27.3,1152,3.5
401,2003-09-14,22.7,18.4,618,26.9,1332,0
401,2003-09-15,24.2,20.1,350,30.9,1429,0
401,2003-09-16,23.5,19,633,28.8,1438,0
401,2003-09-17,23.7,19.9,401,28.4,1249,0.5
401,2003-09-18,21.5,20.1,1724,23.8,1435,91
401,2003-09-19,22.1,19.2,610,26.4,1434,0
401,2003-09-20,21.8,19.2,0,26.9,1401,0
401,2003-09-21,19.9,15.3,555,25.7,1441,0
401,2003-09-22,19.7,14.4,605,25.5,1459,0
401,2003-09-23,19.5,14.6,559,25.2,1530,0
401,2003-09-24,19.5,15.2,605,24.2,1614,0
401,2003-09-25,21.4,16.1,622,26.2,1504,0
401,2003-09-26,21.1,16.3,558,26.8,1412,0
401,2003-09-27,21.2,16,527,27.2,1436,0
401,2003-09-28,21.3,18.2,448,26.2,1409,0
401,2003-09-29,20.7,15.6,523,26.5,1416,0
401,2003-09-30,19.9,15,633,24.9,1419,0
401,2003-10-01,17.3,14.3,727,20.1,1,9.5
401,2003-10-02,17,14.3,638,21.7,1254,0
401,2003-10-03,16.9,12.1,620,20.9,1446,0
401,2003-10-04,16.9,12.5,645,21.3,1521,0
401,2003-10-05,15.6,10.8,410,20.6,1432,0
401,2003-10-06,16.8,12.2,642,22,1505,0
401,2003-10-07,17,12.2,652,23,1505,0
401,2003-10-08,18.4,12.9,711,25.3,1515,0
401,2003-10-09,19.4,13.9,648,26.1,1346,0
401,2003-10-10,19.9,14.9,654,26.8,1340,0
401,2003-10-11,20.4,15.1,613,25.9,1458,0
401,2003-10-12,19.8,17.7,636,23.8,1251,2.5
401,2003-10-13,16.2,14.4,2318,18.8,1,5
401,2003-10-14,14.3,11.4,2345,17.9,1352,0
401,2003-10-15,13.4,9.7,632,17,1417,0
401,2003-10-16,14.4,9.6,637,19,1328,0
401,2003-10-17,14,8.9,541,19.9,1456,0
401,2003-10-18,14.8,11.1,618,20,1303,0
401,2003-10-19,12.6,6.6,710,18.6,1516,0
401,2003-10-20,12.7,8.5,658,18.9,1437,0
401,2003-10-21,12.1,8.7,519,15.8,1430,7.5
401,2003-10-22,12.4,9.1,2359,16.4,1332,2.5
401,2003-10-23,9.6,6.6,628,13.3,1439,0
401,2003-10-24,11.4,3.7,452,16.9,1420,0
401,2003-10-25,13,9.5,2359,17.1,1358,3
401,2003-10-26,10.9,5.2,534,17.5,1245,0
401,2003-10-27,14.6,7.8,308,21.3,1506,0
401,2003-10-28,8.9,6.2,2358,16.2,36,10
401,2003-10-29,8.3,4.3,704,13.3,1540,0
401,2003-10-30,11.4,5.2,643,18,1344,0
401,2003-10-31,14.4,9.3,718,20.8,1427,0
401,2003-11-01,14.4,9,430,22,1340,0
401,2003-11-02,17.1,12.3,6,22,1221,0
401,2003-11-03,12.6,7.1,2352,18,300,0
401,2003-11-04,10.6,4.1,635,18.2,1455,0
401,2003-11-05,13.5,7.8,544,20,1254,0
401,2003-11-06,14.9,9.8,648,20.3,1401,0
401,2003-11-07,12.9,11.6,2337,14.8,1,5.5
401,2003-11-08,9.6,8.8,1941,11.7,8,13.5
401,2003-11-09,11.6,9,1,14.5,1547,0
401,2003-11-10,12.7,11,437,13.8,1443,0
401,2003-11-11,10.5,8.4,2347,12.5,1,14
401,2003-11-12,9.5,7.9,2354,11.2,1534,9
401,2003-11-13,8.7,5.6,718,13.2,1449,0
401,2003-11-14,9,4.2,635,13.3,1427,0
401,2003-11-15,11.4,8.2,2354,16.6,1408,0
401,2003-11-16,5.8,3.1,2357,9,1414,0
401,2003-11-17,6.1,0.1,645,12.9,1456,0
401,2003-11-18,8.9,2.6,507,15.2,1428,0
401,2003-11-19,13.5,7.9,625,18.4,1457,0
401,2003-11-20,12.7,9.4,2330,15.5,2,5.5
401,2003-11-21,5.6,-0.3,2349,10.2,115,0
401,2003-11-22,0.7,-2.1,705,3.9,1329,0
401,2003-11-23,3.2,-1.9,715,8.6,1530,0
401,2003-11-24,6.5,3.1,305,9,1747,0
401,2003-11-25,8.5,4.7,623,12.2,1325,5.5
401,2003-11-26,9.9,6.4,114,13.2,1338,1
401,2003-11-27,10.4,7.8,445,13.9,1515,2
401,2003-11-28,12.4,9.5,524,16.3,1154,6.5
401,2003-11-29,9.3,8.2,2358,11.5,4,0
401,2003-11-30,8.5,5.3,724,12.2,1228,0
401,2003-12-01,7.8,4.4,545,12.4,1234,0
401,2003-12-02,6.7,4.3,748,9.4,1337,0
401,2003-12-03,4.1,-0.1,2344,7.7,1057,0
401,2003-12-04,3.2,-1.2,806,7.4,1449,0
401,2003-12-05,6.6,3.4,622,9.7,1457,2
401,2003-12-06,4,-3.4,2358,9.3,1330,0.5
401,2003-12-07,-4.1,-7,724,-1.9,1429,0
401,2003-12-08,-0.3,-3.7,1,3.9,1410,1
401,2003-12-09,-1.8,-3.9,717,0.2,1356,0
401,2003-12-10,0.3,-5.2,616,4.2,1326,0
401,2003-12-11,3.2,0.9,642,6.2,1421,0
401,2003-12-12,0.9,-0.6,2341,2.6,1341,0
401,2003-12-13,1.1,-3,728,5.1,1357,0
401,2003-12-14,2.5,-1.9,751,6.2,1413,0
401,2003-12-15,0.5,-1.8,803,3.6,1,0
401,2003-12-16,1.8,-3.6,641,5.3,1446,0
401,2003-12-17,0.2,-3.6,2304,3.9,419,0.5
401,2003-12-18,-2.5,-4.3,254,0,1502,0
401,2003-12-19,-4.6,-6.1,2346,-1.9,1512,0
401,2003-12-20,-3.9,-7.1,702,-0.6,1436,0
401,2003-12-21,-0.7,-7.3,708,3.5,1340,0
401,2003-12-22,3.7,-1.1,502,9.5,1405,0
401,2003-12-23,5,-0.5,609,9.4,1422,0
401,2003-12-24,3.5,1.6,622,6.6,8,0
401,2003-12-25,1.4,-2.6,2334,4.5,1240,0
401,2003-12-26,-3.1,-4.5,606,-0.5,1416,0
401,2003-12-27,-2.3,-5.6,712,1.5,1344,0
401,2003-12-28,2.6,-3.2,100,7,1250,0
401,2003-12-29,5,-0.1,2356,8.4,1335,0.5
401,2003-12-30,1.2,-1.7,659,3.3,1349,0
401,2003-12-31,3.4,-0.4,602,6.9,1413,0
401,2004-01-01,4.5,1.5,706,6.7,1439,0
401,2004-01-02,3.7,2.2,824,6.2,1457,4.5
401,2004-01-03,4.5,2,141,8,1430,0
401,2004-01-04,2.5,-1.5,630,7.6,1432,0
401,2004-01-05,3.2,-1.9,651,8.1,1502,0
401,2004-01-06,4.9,2.1,716,7.5,1444,0
401,2004-01-07,2.3,-0.7,2354,5.4,4,0
401,2004-01-08,1.1,-3.2,745,6,1448,0
401,2004-01-09,2.3,-1.2,552,5.8,1513,0
401,2004-01-10,0.5,-2.2,2323,4.1,352,0
401,2004-01-11,0.1,-4.3,704,5.1,1623,0
401,2004-01-12,0,-3.6,2147,2.4,1123,1
401,2004-01-13,-5.8,-7.9,839,-3.5,1522,0
